score_id,transaction_id,account_id,risk_score,score_reason,timestamp
857,2432,357,7.03,Industry capital wait suffer give.,2022-02-02 14:59:14
858,4052,712,3.32,On yourself now body.,2024-02-13 19:20:48
859,1824,7,2.46,Cultural week PM door morning.,2021-01-07 18:32:14
860,4024,614,8.91,Run eight together.,2023-07-19 19:33:39
861,2651,89,2.32,Into there.,2023-06-24 01:00:02
862,4329,216,3.99,But hair purpose language couple.,2024-10-29 14:21:57
863,3795,906,3.11,During decade international.,2023-02-14 09:54:36
864,432,491,9.21,Not benefit determine.,2020-06-16 05:04:09
865,18,47,6.61,Key subject and nor.,2022-04-12 10:16:48
866,4003,943,9.77,Ask outside challenge.,2023-11-17 07:09:41
867,3950,450,1.56,Prove say.,2021-03-20 14:20:52
868,733,679,3.98,Finally indeed ask.,2022-05-09 16:13:28
869,4969,931,6.18,Both so down.,2024-12-30 06:21:28
870,1465,647,7.84,Best own total quickly example.,2023-03-17 06:32:30
871,70,156,4.67,Put once always recognize.,2023-05-30 12:06:01
872,4955,250,7.51,May four education family.,2024-06-02 12:01:54
873,3955,834,1.49,Lead structure everyone player.,2023-12-28 00:26:20
874,1319,204,7.27,Benefit center.,2021-05-10 12:25:39
875,1401,40,2.53,Give note.,2023-01-17 17:21:29
876,2016,273,6.86,Human success kind.,2020-12-12 15:57:58
877,3593,568,7.04,Successful cup nor represent.,2024-01-18 16:56:15
878,3050,362,6.95,Sign career memory assume.,2021-03-07 21:05:49
879,1441,34,2.18,Catch lead number law.,2023-05-30 08:10:37
880,4877,638,7.11,Though along.,2020-02-05 15:21:13
881,261,71,8.46,See leave school perhaps store.,2021-09-13 10:25:33
882,98,766,2.98,Improve fight son baby.,2022-10-01 18:46:29
883,4329,188,1.37,Hotel environment what.,2024-09-04 16:12:37
884,2474,776,8.51,Another pattern discuss heart.,2023-02-20 18:43:53
885,2585,313,5.48,Production according base management size.,2023-11-02 15:17:51
886,3623,496,5.31,Heavy field evidence resource.,2020-11-04 20:20:02
887,3119,754,9.9,Production deep represent international.,2024-07-22 05:49:55
888,1902,829,7.47,Task try address available simple.,2021-07-02 14:39:30
889,2323,429,9.55,Accept involve among.,2020-10-27 15:55:47
890,482,150,8.27,Investment gun mean them debate.,2024-12-20 13:41:14
891,740,212,7.0,Whatever test spring example like.,2023-10-28 16:55:58
892,4456,452,7.4,Organization environmental center like fact.,2020-05-22 07:10:56
893,329,798,5.58,Government physical.,2022-01-30 03:35:44
894,338,855,8.69,Finally growth drive music put.,2021-04-10 16:23:32
895,3486,171,1.71,Minute information option owner.,2022-01-27 03:59:31
896,1878,356,5.81,Ten that suggest figure.,2023-09-05 10:29:33
897,300,748,7.77,School he question.,2021-11-19 20:20:50
898,1471,257,1.48,Picture window risk Democrat finish.,2020-02-19 22:35:02
899,1762,701,3.51,Realize especially wear news.,2022-03-31 12:55:11
900,2133,351,4.66,Himself she career.,2022-12-18 11:19:39
901,3175,805,7.35,Population window just something.,2020-05-04 05:23:40
902,4284,748,1.76,Lot how.,2020-07-27 22:48:24
903,2343,121,1.92,Hold choice ball.,2023-10-24 04:35:41
904,1838,643,9.09,Season present media.,2023-01-14 18:43:47
905,2579,651,3.79,Study body even.,2020-06-11 02:09:30
906,3722,37,1.92,Week tell.,2021-10-29 01:21:58
907,3406,508,6.58,Tax task strategy should allow.,2020-11-13 23:28:03
908,1089,105,4.45,Take final goal.,2022-12-18 09:53:27
909,689,945,4.73,Present enter brother recently.,2023-12-27 13:16:49
910,1408,720,2.18,Hope deep the dog.,2023-11-30 15:54:27
911,3145,608,7.16,Road field him.,2023-12-05 18:49:39
912,3813,943,7.01,Moment rock gun indicate.,2021-03-02 01:43:28
913,241,517,4.43,Scene modern design design.,2021-07-31 13:50:21
914,1726,374,3.0,Edge beautiful night deep wide.,2024-09-06 04:55:00
915,3736,57,8.12,Technology economic myself offer PM.,2022-04-07 03:02:03
916,623,427,1.7,Travel wrong prepare.,2024-01-10 18:54:13
917,553,390,1.5,Rate book indicate certain build.,2020-04-11 22:36:41
918,682,860,4.31,Manager message local future.,2023-06-06 02:59:28
919,4965,241,1.72,Smile amount worry view.,2020-01-13 10:46:20
920,4394,184,9.72,People address century place.,2021-09-06 13:06:10
921,4802,712,3.82,Pay final once.,2020-06-14 05:58:57
922,3508,113,5.22,City around option special.,2024-01-24 05:37:06
923,1498,905,2.83,Upon thought nice statement.,2023-09-24 14:58:12
924,1663,213,9.71,Behind Democrat turn career choice.,2020-07-15 22:52:55
925,1360,60,4.82,Ready of employee left.,2021-05-02 11:38:08
926,3754,99,6.32,Party civil friend guy.,2021-04-22 17:27:01
927,1815,198,3.11,Dog resource total.,2023-08-30 15:05:43
928,3852,447,3.81,Girl to thing stay.,2022-05-06 10:57:39
929,2101,869,3.2,Stock development organization its office.,2020-07-11 08:16:49
930,719,839,7.01,Best certain agent participant.,2022-11-17 17:16:41
931,676,679,1.76,Time such program morning.,2020-05-27 19:29:29
932,1701,485,2.83,Cause glass establish speak away.,2020-12-14 09:42:18
933,4189,367,7.65,Continue boy.,2022-10-31 09:38:32
934,3120,934,1.14,That walk offer.,2021-03-02 03:11:58
935,3726,143,6.3,Him keep week.,2021-06-05 14:56:31
936,2166,586,3.41,Development interesting expert.,2023-01-12 14:45:43
937,835,235,6.58,Candidate area.,2023-01-20 05:48:17
938,1199,433,2.94,Question determine training.,2022-05-04 05:13:45
939,2971,952,1.66,Stay month spend.,2021-11-30 05:09:37
940,4813,115,7.13,Sport spend world actually.,2023-11-14 06:41:59
941,1045,93,2.96,Moment by require price.,2024-01-15 16:37:22
942,3197,123,6.91,Stop understand.,2024-12-24 14:13:30
943,377,465,3.33,Meeting film accept trouble.,2024-04-06 09:23:40
944,235,85,5.94,Arm notice she.,2023-02-28 20:35:17
945,4889,460,7.48,Amount do sound.,2023-12-26 16:17:58
946,1757,410,3.06,Tree something meeting.,2020-08-05 12:07:09
947,4732,333,1.45,Month answer.,2024-04-19 21:44:53
948,911,96,5.95,Particular write dark approach.,2022-04-15 11:57:08
949,4094,209,4.85,View there recently.,2021-01-27 10:54:06
950,812,752,6.25,Cup doctor level.,2021-01-24 04:11:42
951,4064,40,1.01,Require animal.,2022-07-28 17:45:40
952,3936,249,1.45,Country per trial candidate often.,2021-04-24 20:17:03
953,202,871,4.29,Ready artist travel.,2020-04-02 08:04:27
954,2684,390,5.59,True stop offer.,2020-03-27 23:33:16
955,3685,88,9.41,Already offer guess man.,2022-03-29 05:04:30
956,1518,286,9.15,Word report model oil tax.,2021-04-25 17:38:47
957,3467,492,5.98,Lot at available.,2023-11-06 11:15:02
958,4183,381,2.75,Husband picture member human.,2022-10-13 09:41:15
959,2168,346,6.36,View lose for.,2023-12-16 00:53:44
960,2019,522,2.9,All movement score wife.,2024-09-19 05:03:51
961,2326,689,8.45,Tend outside.,2020-07-16 03:40:57
962,312,710,9.58,Two peace.,2021-12-23 13:45:26
963,1433,152,3.53,Near teach.,2020-10-22 03:27:38
964,1672,172,2.24,Rock reduce.,2022-01-26 18:25:03
965,4238,130,3.85,Benefit wind lot.,2024-04-15 14:25:39
966,1187,470,2.21,Still traditional great bill age.,2020-10-02 22:52:15
967,4065,276,2.01,Material in itself.,2023-05-27 09:29:49
968,4262,964,3.96,Moment protect open.,2021-11-21 08:13:27
969,4979,46,3.74,Half thousand make employee modern.,2023-06-30 14:50:07
970,1894,918,3.18,Trade meet mean once.,2020-08-07 14:01:16
971,3605,23,9.16,Arm war.,2020-08-28 21:48:46
972,4376,715,7.65,Represent home himself.,2024-10-04 17:55:37
973,4738,128,9.25,Stand including other.,2024-05-08 00:24:51
974,2475,365,9.36,Interest race.,2024-05-17 19:26:27
975,2945,825,1.58,Big state paper.,2024-06-20 15:44:00
976,4306,401,9.97,Hot college miss property present.,2020-12-25 01:58:09
977,1262,513,2.4,Rich reduce person support.,2020-08-12 06:00:48
978,1276,267,2.39,Become recent seven.,2022-10-29 04:35:49
979,1433,468,4.07,Democrat pretty series real.,2020-03-31 08:21:53
980,441,102,3.72,Send customer soon.,2020-03-19 09:42:59
981,2798,757,5.33,Race maintain thought.,2023-04-15 07:26:33
982,3382,670,7.83,Huge pretty bill.,2023-02-14 00:05:00
983,2908,264,8.49,Technology minute open suggest.,2023-06-28 14:33:20
984,3108,318,4.77,At eight allow apply.,2020-02-03 10:13:41
985,2226,974,2.34,Statement stay current if detail.,2023-08-04 09:21:38
986,774,186,8.35,Expect fly responsibility.,2023-11-16 11:04:07
987,4906,406,3.13,Design drop great rock when.,2024-11-22 14:29:42
988,2792,962,7.51,Far serve despite any.,2022-02-20 08:17:04
989,2940,915,6.64,Way firm them can better.,2023-09-01 15:28:26
990,2884,510,8.62,Baby any.,2020-09-02 10:26:05
991,3970,338,3.62,Structure drive.,2023-08-20 10:26:05
992,297,591,9.71,Else learn indicate same.,2023-02-24 14:02:39
993,960,82,2.51,Factor make see parent.,2022-11-30 00:37:30
994,1719,564,6.42,Wife information vote phone.,2024-11-07 02:37:49
995,2069,806,2.51,Positive carry.,2023-12-11 14:01:59
996,3867,858,9.83,Industry camera next five.,2023-12-21 11:00:30
997,3842,170,5.21,Wrong skin.,2020-06-20 11:06:45
998,8,271,2.6,Week six third reach past.,2021-04-06 04:26:25
999,2007,104,1.17,Expect building real white miss.,2021-10-21 01:36:11
1000,3605,483,1.74,People determine mind develop discover.,2023-06-02 06:54:44
1001,3645,805,6.18,Common you.,2020-03-02 02:18:52
1002,1205,547,3.83,By similar.,2020-04-29 13:49:35
1003,2134,87,8.31,Culture then.,2024-01-08 03:10:03
1004,4561,366,3.42,Debate process.,2021-08-04 12:14:29
1005,820,773,2.22,Own wait.,2022-01-09 10:20:42
1006,3350,101,7.21,Probably than two maybe seven.,2020-02-25 20:54:02
1007,229,828,2.49,See in line.,2023-10-16 09:30:09
1008,788,492,9.18,Factor almost yard.,2022-01-29 19:21:47
1009,3535,923,5.9,Same throw.,2022-12-22 21:15:37
1010,1473,164,7.12,Hotel very star.,2022-12-04 11:22:21
1011,420,630,9.79,Center commercial impact side.,2022-05-13 01:41:28
1012,283,91,3.6,Which return child.,2020-03-17 02:12:32
1013,1379,564,7.39,Its lay rate two.,2024-12-20 01:23:17
1014,3381,850,3.89,Develop gas building without PM.,2021-10-31 17:23:37
1015,3517,699,9.56,Later fast bring.,2021-08-09 17:21:51
1016,405,881,8.85,Nature paper sport.,2023-02-24 00:46:16
1017,2134,143,9.67,Accept man buy.,2024-08-05 00:12:10
1018,3233,338,7.15,Little agent stand window work.,2023-10-16 16:05:55
1019,780,210,3.91,Ok role general today may.,2020-04-27 10:06:00
1020,3334,313,5.72,Take movement none.,2024-03-04 01:38:06
1021,3585,600,9.0,Data walk first performance.,2021-12-23 03:58:28
1022,948,390,2.13,Result feel understand.,2021-05-27 13:43:54
1023,1587,892,8.31,Conference film point stuff guy.,2023-07-05 23:45:34
1024,1938,831,2.75,Avoid cover difficult maybe.,2021-05-24 19:35:21
1025,2714,726,5.51,Security public same be force.,2023-06-01 11:04:53
1026,3432,92,9.56,Onto teacher father although.,2022-01-27 05:19:13
1027,1269,804,3.82,Drive best gas trouble.,2020-09-15 16:49:39
1028,4327,350,7.58,All another early indeed difference.,2020-03-21 01:06:09
1029,2527,205,6.69,Wonder how fine respond job.,2021-09-06 21:44:39
1030,3294,43,1.16,Recently anything high end dream.,2022-05-02 22:34:06
1031,536,779,2.14,President give soldier.,2021-07-14 14:30:46
1032,2314,12,1.61,Easy but.,2024-05-27 23:21:42
1033,1304,494,4.01,Unit case million eye culture.,2024-03-11 00:16:37
1034,1314,964,7.78,According dream red lot stay.,2021-07-04 02:07:23
1035,4400,180,2.66,Senior audience prepare.,2021-04-06 10:55:58
1036,2067,234,5.85,Vote enjoy.,2022-05-30 03:58:52
1037,4195,947,5.38,Writer person boy future.,2020-08-27 05:01:18
1038,931,670,8.97,Affect watch.,2024-06-21 17:03:55
1039,1921,199,1.68,Way throw.,2020-02-17 11:32:48
1040,3535,248,3.11,Detail sell popular same.,2023-03-28 07:47:47
1041,1867,636,5.28,News travel charge.,2021-08-18 12:59:13
1042,3466,68,8.82,Certain politics commercial move.,2023-01-28 22:46:09
1043,894,206,7.1,Look interest book.,2023-08-16 07:38:34
1044,2162,749,7.5,Break contain reality.,2022-12-22 17:26:04
1045,254,273,4.6,Administration family.,2024-02-10 17:35:51
1046,3479,958,1.07,Customer church none chance chair.,2020-09-22 14:20:16
1047,4250,545,8.73,Leave office huge.,2020-05-27 16:09:02
1048,4006,964,9.38,Itself type none business style.,2020-02-23 08:47:36
1049,360,296,8.87,Always half onto.,2023-11-13 18:45:47
1050,2163,633,6.17,Debate worry exactly.,2021-05-30 17:27:28
1051,1505,759,1.07,Treat order.,2022-04-28 18:37:56
1052,184,535,9.84,Organization commercial one religious.,2023-04-19 02:41:53
1053,4407,894,1.46,Should leg it there.,2024-05-09 07:30:06
1054,584,551,6.22,Would administration.,2023-01-31 16:21:06
1055,2887,946,7.15,Ask door.,2020-07-15 09:52:36
1056,4593,483,5.06,Their none note we.,2023-10-25 04:12:27
1057,4477,779,7.26,Itself recognize I letter.,2020-12-25 00:53:24
1058,1109,164,6.91,Player real speak apply.,2022-05-11 19:12:48
1059,2548,207,7.43,Add view describe enjoy.,2020-09-25 01:09:41
1060,1775,752,4.49,Order specific pass available.,2020-12-02 08:57:11
1061,162,964,5.62,Treat back wear.,2023-12-30 17:26:17
1062,1818,173,4.08,Cell place must.,2021-02-06 09:00:11
1063,4866,492,9.67,Join during.,2023-12-13 18:23:15
1064,4894,856,7.32,Walk manage.,2020-05-08 14:24:23
1065,3928,886,7.27,During fear author something.,2021-08-01 23:44:30
1066,1779,280,8.69,What offer degree.,2022-02-06 15:07:27
1067,4615,172,9.7,Contain beat picture.,2023-08-11 18:27:01
1068,216,235,6.06,Reason well eight.,2022-11-10 00:04:12
1069,4925,32,6.99,Stand situation particularly economy.,2023-07-13 12:47:52
1070,2415,240,8.49,Agree you sometimes nor.,2020-09-24 13:16:07
1071,4899,55,5.1,Person floor performance mouth catch.,2024-06-23 10:35:14
1072,3906,93,8.86,Stay senior.,2021-01-15 11:58:54
1073,3939,127,7.78,Organization thousand clear investment.,2020-06-13 08:02:45
1074,1474,681,7.91,To important relate prove.,2023-03-18 19:18:15
1075,2226,530,5.92,Office book chance in.,2020-05-22 20:11:51
1076,3838,187,5.92,Model rich enjoy.,2024-11-11 12:51:22
1077,4488,198,5.02,Television trip apply.,2024-09-03 21:54:04
1078,468,804,5.37,Have say speech.,2024-11-27 09:42:57
1079,2051,23,7.11,Without expert hand.,2020-08-08 10:46:10
1080,3827,566,1.36,Operation natural bag.,2022-03-22 06:15:43
1081,677,94,2.51,Without leader possible.,2023-01-02 21:02:50
1082,4205,853,5.27,Nation model live.,2021-09-18 17:54:03
1083,3170,68,1.52,Cold resource feeling serious capital.,2021-10-08 23:17:15
1084,3110,262,9.97,Party often clearly.,2021-09-09 03:57:08
1085,279,936,4.17,Old hour woman.,2024-02-17 05:42:00
1086,2169,317,5.22,Unit discussion very wind.,2021-05-15 11:40:52
1087,4907,905,6.04,South necessary turn model.,2023-11-03 20:24:26
1088,3994,131,8.94,Line husband.,2023-05-08 13:08:08
1089,2612,567,6.09,Glass well pay.,2021-08-26 21:46:55
1090,3181,964,8.93,Contain fill see across myself.,2020-06-29 08:47:34
1091,653,418,3.55,Rest with pattern.,2020-09-10 10:08:28
1092,3917,589,7.9,Will impact significant four sit.,2021-09-09 17:43:20
1093,3697,401,4.57,Himself respond treat.,2021-11-24 08:02:19
1094,3619,90,8.62,Smile event career accept board.,2020-10-15 14:13:30
1095,1265,163,2.31,Per travel apply avoid.,2021-11-28 05:32:22
1096,3479,708,9.85,Indeed themselves.,2021-03-28 09:31:50
1097,2520,756,5.18,Before night today.,2022-05-10 05:42:34
1098,4318,582,1.49,Sport different memory.,2020-05-18 01:40:04
1099,2367,196,1.54,Heart fly another street health.,2023-08-13 22:59:31
1100,3229,849,1.27,Water probably serious.,2022-12-19 03:56:22
1101,1403,368,3.93,Majority way one.,2024-05-15 05:36:38
1102,999,427,5.67,Ground within machine ask short.,2023-04-17 08:13:25
1103,1865,855,8.17,Record subject central.,2023-08-24 12:51:34
1104,960,323,2.78,Each scientist through well.,2023-01-03 20:51:23
1105,3589,666,6.89,Win describe machine popular ahead.,2021-07-18 23:27:05
1106,2784,783,3.96,Lead quite professor.,2022-09-24 18:02:16
1107,4518,952,7.42,Sea exactly at fall.,2021-10-16 12:25:12
1108,1922,760,7.0,Especially move gas under room.,2023-12-12 13:24:10
1109,2665,354,2.9,Sing give sure entire.,2024-09-02 21:05:36
1110,4577,848,3.96,May forget own human cup.,2024-07-25 05:45:58
1111,4977,975,5.59,Wide audience.,2020-06-26 15:34:54
1112,2117,781,3.22,Walk some.,2024-02-01 18:40:07
1113,1081,418,6.28,Particular hair serve.,2020-07-16 04:44:36
1114,1802,586,4.93,Rather party try.,2024-06-01 11:40:31
1115,4736,804,6.34,Subject important paper.,2024-02-14 12:08:11
1116,751,569,9.99,Majority Mr discuss cost attack.,2021-04-14 10:56:40
1117,3051,712,1.01,West top.,2021-08-10 08:44:14
1118,683,967,4.47,Watch rather.,2023-05-05 17:07:11
1119,834,354,8.62,Media evening deal.,2020-10-17 07:20:20
1120,3946,880,2.05,Production tax their because new.,2023-04-18 22:39:03
1121,562,581,3.09,Road her.,2022-09-26 08:22:42
1122,207,477,1.01,White very skin gun happy.,2022-07-24 07:58:01
1123,1850,348,3.11,Prepare someone north necessary.,2020-11-19 15:57:06
1124,4552,524,9.68,Daughter likely special action.,2020-07-09 23:59:24
1125,2860,311,4.22,Safe rise hard sign join.,2023-02-16 09:13:37
1126,1368,744,8.5,Respond talk similar new.,2020-11-06 05:22:45
1127,450,249,4.95,Bed I call important follow.,2020-06-29 17:09:12
1128,221,926,4.96,Election city.,2020-05-12 11:27:40
1129,2604,122,4.91,Cost side fine dark.,2020-12-15 07:18:45
1130,1894,111,8.63,Cup than eat sing defense.,2020-02-29 08:12:21
1131,2031,123,7.17,Trouble everyone.,2023-09-21 08:45:07
1132,42,1,4.72,Create idea require.,2024-08-25 10:13:28
1133,819,649,5.5,Maybe artist fight.,2024-04-10 02:26:19
1134,1887,782,7.91,Might become she power if.,2020-05-04 01:17:13
1135,2084,706,4.25,Section water structure serious.,2021-02-18 11:33:13
1136,1280,386,2.01,Middle process prove newspaper.,2024-12-15 15:06:40
1137,2544,897,4.6,International interesting.,2020-04-29 12:01:37
1138,2804,101,6.04,Economic all window truth close.,2021-12-12 08:03:33
1139,511,982,2.76,City report exactly organization next.,2022-01-24 15:22:54
1140,4476,739,1.08,May dark artist.,2020-11-18 04:18:23
1141,2038,475,8.28,Media baby guess.,2024-05-30 18:47:23
1142,1452,36,6.28,Tree stage dinner.,2021-05-27 00:33:46
1143,3096,924,2.46,Commercial financial wind bank great.,2022-09-14 09:52:30
1144,1498,333,5.19,Grow raise fast final.,2023-04-10 14:00:12
1145,4047,539,4.97,Kitchen account yes operation.,2023-01-02 20:07:03
1146,3361,900,4.0,Point two analysis our.,2020-09-12 08:56:21
1147,747,655,8.82,Ahead let contain item.,2023-01-20 06:48:35
1148,2285,605,6.32,Like six institution program.,2022-07-20 08:37:32
1149,1073,323,6.94,Defense special trade.,2021-04-22 00:26:16
1150,4639,771,9.54,Executive side.,2023-10-16 10:37:29
1151,4340,238,5.39,Television but.,2024-06-08 17:43:55
1152,3682,653,4.22,Kitchen support store.,2020-01-18 16:14:00
1153,4419,781,9.61,Year do fear total.,2020-05-07 01:25:43
1154,210,587,1.44,Science rise.,2022-03-03 07:49:53
1155,4138,793,1.4,They trip prove try.,2024-06-04 19:38:42
1156,1922,763,8.51,Enter our.,2020-03-02 00:15:05
1157,4513,28,7.65,Attorney card film her.,2023-08-13 06:40:34
1158,3257,398,6.23,Thing manager capital especially.,2020-04-25 00:03:05
1159,3602,731,4.09,Deal rate.,2020-08-22 20:51:12
1160,4863,433,4.18,Buy across firm business.,2024-05-19 03:48:07
1161,1207,77,4.59,Pm reduce indeed.,2024-12-01 14:36:24
1162,1768,251,3.61,Employee together question.,2020-08-25 14:57:44
1163,1897,767,2.69,Occur present money.,2020-04-14 18:48:33
1164,2335,819,3.01,Will agent score table.,2020-08-06 20:11:54
1165,2138,133,2.27,Claim use operation.,2023-03-14 13:15:47
1166,1315,345,8.86,Gas happy rule look find.,2023-02-22 16:30:21
1167,839,65,8.61,Red than offer what.,2021-06-23 14:35:35
1168,3065,606,5.31,Some send himself.,2020-06-15 19:02:39
1169,614,697,7.14,Particular both begin fine.,2024-07-25 21:05:08
1170,91,495,4.16,Civil take only.,2022-04-21 15:21:04
1171,2378,875,8.05,Chance table political sense.,2020-06-27 20:22:22
1172,3557,782,9.63,Teach idea while.,2024-01-07 16:55:17
1173,368,536,6.72,Strong clear three.,2024-06-28 14:02:25
1174,1617,537,1.1,Spend idea difficult reveal.,2021-03-13 12:31:10
1175,4747,252,5.73,Detail not system.,2023-03-29 23:03:38
1176,3902,735,2.76,Stock picture former popular.,2020-02-03 17:48:16
1177,3702,635,4.58,Through tend produce.,2020-06-19 03:59:48
1178,1335,68,7.97,Street television anything.,2022-07-10 01:25:47
1179,3958,380,1.76,Different teach but tax anyone.,2021-08-18 21:34:35
1180,4863,41,8.86,Beat mother budget.,2023-02-07 16:42:36
1181,4621,721,9.1,Visit soon.,2022-12-26 07:39:38
1182,4075,784,5.14,Act skin fish your.,2021-01-02 07:50:58
1183,3201,242,4.93,Almost provide vote reflect.,2024-03-07 04:04:09
1184,903,995,1.22,Black tough reason agency head.,2021-03-01 11:10:24
1185,3649,648,7.33,Both product have group dog.,2023-02-02 03:12:28
1186,3978,520,8.18,Determine already represent.,2020-01-20 20:26:36
1187,130,357,3.66,Local television space tell sit.,2024-05-03 20:31:32
1188,537,779,6.6,Build end although.,2023-04-11 04:36:13
1189,801,511,8.31,Us buy president public usually.,2022-04-16 22:36:35
1190,3439,594,4.19,Consumer save.,2024-12-17 21:28:10
1191,562,480,3.08,Bank west nothing easy.,2021-02-24 07:07:08
1192,4639,203,3.64,Include Democrat quickly guess alone.,2023-02-12 08:56:20
1193,2119,533,3.8,Only medical.,2023-06-20 16:27:31
1194,1603,458,9.32,Building tough front film.,2024-03-24 23:26:09
1195,2909,322,9.88,Owner do thank.,2021-02-01 09:26:59
1196,2797,428,3.16,Want none these alone provide.,2023-03-07 06:44:16
1197,2551,351,9.73,Cause five history media.,2021-11-16 19:46:47
1198,3862,169,7.07,Think story.,2021-01-24 04:36:04
1199,215,771,5.09,Care goal market.,2022-06-10 13:49:18
1200,4396,271,7.23,Across wind expect environmental.,2021-01-25 05:39:00
1201,701,628,6.49,Win environmental key late.,2024-03-16 07:21:56
1202,1805,369,5.61,Head step.,2020-07-05 10:34:13
1203,729,19,3.73,Skill officer similar.,2024-12-28 23:37:53
1204,424,149,6.62,Popular you police land.,2024-09-15 02:33:17
1205,2166,699,8.65,Show south serious.,2022-08-16 05:16:29
1206,3930,800,7.97,Trouble edge fact store.,2023-01-22 14:04:16
1207,3870,503,1.39,Strong yet effort reveal common.,2022-05-21 22:41:25
1208,830,84,4.92,Us off skin.,2022-05-25 09:08:59
1209,120,76,9.13,Safe turn travel.,2022-07-07 20:17:59
1210,3059,596,2.13,Inside beautiful goal.,2023-12-03 17:13:18
1211,4844,555,6.29,South population data child.,2021-09-21 06:16:52
1212,3204,670,8.29,Possible indicate fine back.,2024-06-09 20:53:27
1213,3779,74,3.43,Few score production.,2024-10-17 07:17:50
1214,4776,128,7.63,Control including offer international method.,2021-10-28 11:41:20
1215,2949,306,9.62,Them group.,2020-02-24 19:42:18
1216,2874,745,4.35,Argue run back measure.,2024-12-31 11:19:35
1217,542,409,1.31,Language leave perhaps difference.,2023-04-15 12:47:28
1218,781,137,4.98,Service culture.,2024-10-15 06:16:48
1219,3052,742,7.61,Base foot me animal box.,2024-02-28 01:24:29
1220,735,893,9.78,Court hand degree benefit.,2020-12-11 02:33:01
1221,4089,834,2.94,Center pull white conference.,2020-03-07 11:13:43
1222,3853,876,3.87,Success where.,2024-07-18 07:40:11
1223,1580,582,9.52,Realize fly either experience most.,2021-01-06 15:55:47
1224,2971,437,3.84,Ago act catch arrive.,2020-04-09 20:50:02
1225,4961,764,1.59,Stock successful write.,2020-02-03 21:47:00
1226,2985,25,4.13,Late bank lot whether decide.,2024-12-02 17:13:10
1227,1963,343,3.76,Nearly civil activity quickly throughout.,2021-04-27 14:50:39
1228,644,365,5.06,Carry pay enjoy room bank.,2024-07-25 13:44:14
1229,2757,514,8.48,Beat then.,2024-06-02 21:00:50
1230,3383,956,7.76,Take career.,2022-05-29 00:40:22
1231,1734,437,5.08,Participant family their training.,2022-02-03 13:00:21
1232,2993,169,1.08,None air stop.,2023-12-11 03:46:32
1233,2643,37,7.89,Your under notice nearly.,2021-05-13 05:45:29
1234,3791,532,5.38,Street of.,2023-03-13 10:20:29
1235,3143,485,5.99,Care husband base choice.,2021-03-23 05:50:19
1236,1163,854,9.14,Company describe.,2022-05-17 05:13:57
1237,2887,248,4.51,According green two.,2022-11-18 21:37:37
1238,2058,305,1.81,Technology much society view.,2023-02-05 23:28:59
1239,1898,541,5.27,College account what goal religious.,2021-01-09 01:44:18
1240,1508,261,1.35,Continue girl as send.,2023-04-25 06:47:39
1241,3614,225,3.97,Push trial drug glass tonight.,2022-12-14 07:59:52
1242,1144,354,8.56,After quite see seat want.,2023-10-16 03:19:28
1243,4808,132,6.01,Hundred serve lay pass eight.,2022-10-09 06:45:28
1244,4985,757,9.16,Read south article room.,2022-12-28 11:06:26
1245,2965,689,9.29,They ten smile.,2020-12-08 23:30:12
1246,1096,626,7.53,Marriage bank.,2024-10-06 00:05:30
1247,2209,941,1.94,Town forward building.,2024-05-24 15:41:34
1248,2552,567,8.95,Own century be model.,2020-06-25 19:02:29
1249,3043,209,2.25,Level front firm like.,2021-01-05 16:37:10
1250,3450,585,5.33,Prove country environmental.,2023-10-22 23:40:17
1251,3678,184,9.81,Discuss win.,2020-10-13 06:12:36
1252,4058,170,6.78,Open so accept at.,2021-05-14 04:59:07
1253,549,25,9.42,Decade produce each son middle.,2023-12-31 05:27:49
1254,4855,248,9.21,Mean collection around.,2022-08-17 14:55:58
1255,3267,79,3.95,Computer south he threat store.,2022-11-15 01:21:41
1256,1077,221,3.46,Maybe image gun radio no.,2024-08-06 17:50:55
1257,2673,140,1.88,Each contain.,2023-06-09 19:01:21
1258,582,958,5.38,Benefit experience.,2024-12-27 05:34:31
1259,4087,873,8.3,Through leader too.,2020-10-03 00:33:12
1260,1432,897,1.16,Expert military.,2021-07-07 12:36:06
1261,304,202,8.67,Suffer Democrat argue.,2024-10-28 18:09:34
1262,1257,743,7.12,Common citizen like.,2021-04-05 11:58:55
1263,329,822,7.36,Federal power government.,2022-06-08 03:16:08
1264,2202,218,1.72,Rate court even.,2020-05-27 11:11:52
1265,4743,725,3.81,Almost man.,2024-10-25 09:45:14
1266,1885,530,6.24,Total talk.,2024-07-02 10:07:43
1267,3355,806,1.16,Bit national unit individual even.,2020-01-12 03:10:16
1268,522,397,6.14,Already experience.,2021-02-17 08:31:28
1269,3409,474,4.51,Contain spring skin see.,2020-05-06 14:17:03
1270,4920,168,9.52,Form bar avoid marriage floor.,2024-01-04 21:14:49
1271,4621,621,8.55,Call physical treat arm.,2024-05-25 20:12:39
1272,3849,196,5.0,Experience southern store.,2023-12-11 05:45:48
1273,2485,142,6.25,Information somebody front education young.,2020-11-21 18:11:49
1274,2246,316,8.74,Reflect oil we.,2022-06-24 03:01:09
1275,4979,936,8.02,Dark specific itself share.,2023-09-10 06:15:16
1276,4021,168,1.49,Scientist real pressure.,2024-04-10 19:58:22
